STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,POPULATION,LATITUDE,LONGITUDE
53,015,001601,2,1174,+46.031392,-122.841709
53,015,001602,1,1040,+46.041128,-122.767266
53,015,001602,2,1844,+45.981893,-122.798903
53,015,001700,1,767,+46.216419,-122.893829
53,015,001700,2,983,+46.220733,-122.822572
53,015,001700,3,684,+46.167581,-122.795630
53,015,001700,4,1150,+46.111597,-122.746718
53,015,001700,5,2273,+46.088242,-122.837442
53,015,001800,1,912,+46.309235,-122.758323
53,015,001800,2,1232,+46.325053,-122.678727
53,015,001900,1,1026,+46.187374,-123.071485
53,015,001900,2,1229,+46.216017,-123.164967
53,015,001900,3,1115,+46.217860,-123.041784
53,015,001900,4,1908,+46.215741,-122.992758
53,015,002001,1,984,+46.354822,-122.988467
53,015,002001,2,1147,+46.297935,-122.940346
53,015,002001,3,925,+46.250145,-122.914224
53,015,002001,4,682,+46.254350,-122.945858
53,015,002003,1,1171,+46.272030,-122.910372
53,015,002003,2,795,+46.263095,-122.894773
53,015,002003,3,1485,+46.280237,-122.842604
53,015,002003,4,1420,+46.291842,-122.900466
53,015,002004,1,2094,+46.325849,-122.846460
53,015,002100,1,1520,+46.130801,-122.930508
53,015,002100,2,801,+46.139700,-122.930100
53,015,002100,3,840,+46.137638,-122.921821
53,015,002100,4,738,+46.136325,-122.929628
53,015,980000,1,571,+46.121777,-122.939502
53,017,950101,1,823,+47.744384,-120.189168
53,017,950101,2,1499,+48.034690,-119.744243
53,017,950101,3,564,+47.768239,-120.063681
53,017,950101,4,693,+47.638172,-120.216075
53,017,950102,1,908,+47.891386,-119.405180
53,017,950102,2,1067,+48.002760,-119.667148
53,017,950102,3,1084,+48.011660,-119.679134
53,017,950200,1,1327,+47.580971,-119.924828
53,017,950200,2,1125,+47.647359,-120.071956
53,017,950300,1,1846,+47.447361,-120.271387
53,017,950300,2,1280,+47.396246,-120.245389
53,017,950300,3,1210,+47.405917,-120.219042
53,017,950300,4,1619,+47.382859,-120.188120
53,017,950300,5,1340,+47.359255,-120.132596
53,017,950400,1,1872,+47.455416,-120.303687
53,017,950400,2,1438,+47.438143,-120.299475
53,017,950400,3,1857,+47.445238,-120.290723
53,017,950400,4,2619,+47.445775,-120.275509
53,017,950500,1,1363,+47.424057,-120.292028
53,017,950500,2,1655,+47.421036,-120.286851
53,017,950500,3,578,+47.410724,-120.286898
53,017,950600,1,1502,+47.430909,-120.285349
53,017,950600,2,837,+47.417936,-120.270632
53,017,950600,3,1285,+47.416107,-120.257770
53,017,950600,4,1084,+47.423509,-120.276835
53,017,950700,1,1888,+47.414515,-120.283431
53,017,950700,2,1581,+47.409695,-120.272713
53,017,950700,3,1140,+47.409590,-120.259049
53,017,950800,1,1200,+47.402371,-120.273740
53,017,950800,2,1969,+47.402147,-120.259838
53,017,950800,3,2685,+47.395200,-120.263980
53,019,940000,1,663,+48.159492,-118.626647
53,019,940000,2,1050,+48.299835,-118.244574
53,019,970100,1,1238,+48.699181,-118.175968
53,019,970100,2,636,+48.934617,-118.624572
53,019,970100,3,655,+48.835633,-118.630733
53,019,970200,1,863,+48.689870,-118.636741
53,019,970200,2,922,+48.716594,-118.687046
53,019,970200,3,1151,+48.650584,-118.744015
53,021,020101,1,1649,+46.225004,-119.093622
53,021,020101,2,883,+46.219047,-119.038844
53,021,020102,1,1511,+46.243758,-119.072346
53,021,020102,2,1434,+46.237324,-119.074192
53,021,020102,3,2334,+46.238123,-119.066005
53,021,020103,1,2689,+46.229550,-119.058045
53,021,020103,2,857,+46.229933,-119.073485
53,021,020201,1,1087,+46.232064,-119.097357
53,021,020201,2,911,+46.231464,-119.104743
53,021,020202,1,1949,+46.237372,-119.091296
53,021,020202,2,1837,+46.236982,-119.101341
53,021,020300,1,1114,+46.243435,-119.111912
53,021,020300,2,1557,+46.248718,-119.109521
53,021,020300,3,1533,+46.244709,-119.098969
53,021,020300,4,1271,+46.244696,-119.104442
53,021,020401,1,1687,+46.228013,-119.123241
53,021,020402,1,782,+46.244582,-119.120607
53,021,020402,2,1140,+46.244172,-119.124856
53,021,020403,1,1450,+46.238586,-119.113150
53,021,020403,2,1762,+46.231182,-119.112749
53,021,020404,1,1377,+46.236662,-119.124843
53,021,020404,2,1238,+46.235389,-119.119710
53,021,020501,1,1883,+46.246258,-119.189911
53,021,020501,2,1249,+46.261280,-119.214642
53,021,020501,3,804,+46.250487,-119.209236
53,021,020501,4,1604,+46.264290,-119.227535
53,021,020503,1,811,+46.232324,-119.143235
53,021,020503,2,1262,+46.237774,-119.157169
53,021,020503,3,1278,+46.244851,-119.174302
53,021,020504,1,2002,+46.245634,-119.137122
53,021,020504,2,1451,+46.249538,-119.159258
53,021,020504,3,2186,+46.260215,-119.174127
53,021,020504,4,1407,+46.237424,-119.140669
53,021,020603,1,4235,+46.267783,-119.204335
53,021,020603,2,916,+46.268817,-119.216680
53,021,020605,1,3394,+46.264724,-119.148525
53,021,020605,2,2560,+46.276452,-119.175542
53,021,020605,3,4616,+46.269516,-119.162655
53,021,020606,1,2684,+46.282010,-119.192064
53,021,020606,2,2665,+46.282286,-119.209496
53,021,020606,3,1088,+46.275349,-119.211628
53,021,020606,4,2249,+46.274275,-119.194579
53,021,020607,1,4055,+46.276349,-119.149649
53,021,020607,2,2277,+46.282172,-119.172239
53,021,020608,1,910,+46.458405,-119.062544
53,021,020608,2,3319,+46.299334,-119.215162
53,021,020608,3,1287,+46.480099,-119.186125
53,021,020608,4,1327,+46.377974,-119.193095
53,021,020700,1,1499,+46.397066,-118.861450
53,021,020801,1,2039,+46.582641,-119.124886
53,021,020801,2,898,+46.640235,-119.238924
53,021,020801,3,588,+46.690059,-119.120547
53,021,020802,1,1790,+46.654367,-118.861860
53,021,020802,2,934,+46.663137,-118.859205
53,021,020802,3,3430,+46.673270,-118.869564
53,021,980100,1,0,+46.265853,-119.119603
53,023,970300,1,774,+46.471494,-117.602190
53,023,970300,2,856,+46.470075,-117.546190
53,023,970300,3,656,+46.475339,-117.590541
53,025,010100,1,707,+47.603497,-119.246030
53,025,010100,2,1180,+47.927460,-119.037288
53,025,010100,3,970,+47.938801,-118.999284
53,025,010100,4,776,+47.617405,-119.284862
53,025,010200,1,1010,+47.319922,-119.113948
53,025,010200,2,2304,+47.221148,-119.334130
53,025,010300,1,1563,+47.389291,-119.488277
53,025,010300,2,1454,+47.376795,-119.505480
53,025,010300,3,1625,+47.369057,-119.462118
53,025,010401,1,1714,+47.329611,-119.558434
53,025,010401,2,1527,+47.315356,-119.558342
53,025,010402,1,2861,+47.305708,-119.547809
53,025,010402,2,2769,+47.321976,-119.539959
53,025,010500,1,1320,+47.242649,-119.877485
53,025,010500,2,1119,+47.192297,-119.771742
53,025,010500,3,902,+47.181779,-119.924878
53,025,010600,1,2156,+47.227636,-119.862347
53,025,010600,2,1364,+47.230698,-119.847213
53,025,010600,3,2776,+47.242901,-119.849444
53,025,010600,4,1305,+47.234823,-119.851289
53,025,010700,1,1010,+47.046568,-119.230038
53,025,010700,2,1782,+47.059459,-119.833708
53,025,010700,3,535,+47.108446,-119.940775
53,025,010800,1,1973,+47.181918,-119.323038
53,025,010800,2,1117,+47.169709,-119.320856
53,025,010800,3,1517,+47.164792,-119.320260
53,025,010901,1,1590,+47.159045,-119.276823
53,025,010903,1,2265,+47.142714,-119.292712
53,025,010903,2,1723,+47.151520,-119.310321
53,025,010903,3,1539,+47.151129,-119.290231
53,025,010904,1,2240,+47.144188,-119.327249
53,025,010904,2,1294,+47.136203,-119.286751
53,025,010904,3,2748,+47.131646,-119.301526
53,025,011001,1,2439,+47.110351,-119.271029
53,025,011001,2,1957,+47.113713,-119.276946
53,025,011001,3,2264,+47.084964,-119.287442
53,025,011002,1,554,+47.134240,-119.198726
53,025,011002,2,2670,+47.123069,-119.262015
53,025,011002,3,3625,+47.133319,-119.249399
53,025,011101,1,2786,+47.096759,-119.320749
53,025,011101,2,1402,+47.108183,-119.299797
53,025,011102,1,2265,+47.124444,-119.278454
53,025,011102,2,1549,+47.115455,-119.301110
53,025,011200,1,2568,+47.121290,-119.398012
53,025,011200,2,1627,+47.206602,-119.464127
53,025,011200,3,1937,+47.245136,-119.641312
53,025,011300,1,1154,+46.991646,-119.091749
53,025,011300,2,999,+46.964032,-119.049282
53,025,011300,3,1534,+46.964761,-119.038416
53,025,011401,1,2581,+46.925385,-119.442836
53,025,011403,1,1510,+46.734085,-119.897979
53,025,011403,2,1405,+46.730874,-119.910976
53,025,011403,3,1793,+46.740922,-119.906101
53,025,011404,1,1411,+46.897585,-119.874860
53,025,011405,1,3042,+46.909806,-119.635370
53,025,011406,1,1533,+46.678787,-119.915440
53,025,011406,2,1783,+46.708894,-119.827343
53,027,000201,1,986,+47.000211,-124.160050
53,027,000201,2,1531,+47.000039,-124.149740
53,027,000201,3,1156,+46.946920,-124.164453
53,027,000201,4,1096,+46.976969,-124.162389
53,027,000201,5,865,+46.967708,-124.148111
53,027,000201,6,1094,+46.961699,-124.140495
53,027,000202,1,681,+47.064058,-124.133887
53,027,000202,2,797,+47.141318,-124.155413
53,027,000202,3,540,+47.220583,-124.204174
53,027,000300,1,1270,+47.133507,-123.972468
53,027,000300,2,1481,+47.091449,-123.790197
53,027,000300,3,557,+47.436760,-123.863473
53,027,000401,1,1501,+46.991987,-123.570814
53,027,000401,2,1426,+47.047899,-123.595137
53,027,000402,1,1597,+46.982499,-123.608728
53,027,000402,2,872,+46.981401,-123.595130
53,027,000402,3,650,+46.985624,-123.595442
53,027,000402,4,859,+46.982067,-123.564629
53,027,000501,1,727,+46.997873,-123.445171
53,027,000501,2,2267,+47.027000,-123.431559
53,027,000502,1,1354,+47.004414,-123.406673
53,027,000502,2,1374,+47.009718,-123.411732
53,027,000502,3,1464,+47.007212,-123.370899
53,027,000600,1,1583,+47.055268,-123.304688
53,027,000600,2,1171,+47.053914,-123.267991
53,027,000600,3,1356,+47.051342,-123.262617
53,027,000700,1,2376,+46.836261,-123.246950
53,027,000700,2,579,+46.896919,-123.646814
53,027,000700,3,1785,+46.950648,-123.346942
53,027,000800,1,1301,+46.971005,-123.712166
53,027,000800,2,1214,+46.974169,-123.663591
53,027,000800,3,1723,+46.965334,-123.690327
53,027,000900,1,1192,+46.958613,-123.811571
53,027,000900,2,834,+46.967081,-123.806280
53,027,000900,3,883,+46.967000,-123.798331
53,027,000900,4,950,+46.969537,-123.789163
53,027,000900,5,687,+46.954810,-123.774201
53,027,000900,6,1568,+46.953059,-123.785556
53,027,001000,1,864,+46.985255,-123.802236
53,027,001000,2,647,+46.973133,-123.824885
53,027,001000,3,1341,+46.982400,-123.810068
53,027,001000,4,944,+46.976882,-123.818636
53,027,001100,1,648,+46.996251,-123.814990
53,027,001100,2,772,+46.986912,-123.824319
53,027,001100,3,1253,+46.982272,-123.839192
53,027,001100,4,695,+46.979888,-123.825332
53,027,001100,5,962,+46.982459,-123.816944
53,027,001200,1,1055,+46.976549,-123.830358
53,027,001200,2,720,+46.969948,-123.829000
53,027,001200,3,787,+46.972463,-123.845051
53,027,001200,4,857,+46.975451,-123.842204
53,027,001200,5,1058,+46.970655,-123.835513
53,027,001300,1,681,+47.008887,-123.854218
53,027,001300,2,744,+46.974423,-123.857561
53,027,001300,3,1375,+46.979945,-123.868897
53,027,001300,4,735,+46.974182,-123.868385
53,027,001400,1,1274,+46.986685,-123.890334
53,027,001400,2,870,+46.993647,-123.889947
53,027,001500,1,1282,+46.976711,-123.888319
53,027,001500,2,1284,+46.980412,-123.894076
53,027,001500,3,1371,+46.984143,-123.922174
53,027,001601,1,565,+46.891034,-124.107457
53,027,001601,2,898,+46.888700,-124.112527
53,027,001601,3,1532,+46.874258,-124.105454
53,027,001602,1,2859,+46.913252,-123.944462
53,027,001602,2,847,+46.818729,-124.094777
53,027,940000,1,1369,+47.332289,-124.208914
53,027,990000,0,0,+47.163960,-124.265558
53,029,970100,1,1109,+48.372070,-122.648196
53,029,970100,2,1721,+48.381711,-122.612239
53,029,970200,1,1788,+48.340774,-122.668728
53,029,970300,1,741,+48.328487,-122.602942
53,029,970300,2,1431,+48.345132,-122.611881
53,029,970300,3,1189,+48.336293,-122.574751
53,029,970300,4,2114,+48.303681,-122.540131
53,029,970401,1,1200,+48.306313,-122.680589
53,029,970401,2,2268,+48.296368,-122.683317
53,029,970402,1,1155,+48.308516,-122.651461
53,029,970402,2,2147,+48.313117,-122.665487
53,029,970500,1,3057,+48.288115,-122.692259
53,029,970500,2,1400,+48.278319,-122.682231
53,029,970500,3,1632,+48.260063,-122.667681
53,029,970500,4,764,+48.273100,-122.730046
53,029,970601,1,1534,+48.304908,-122.664151
53,029,970601,2,1095,+48.301544,-122.664381
53,029,970601,3,932,+48.301457,-122.653630
53,029,970602,1,896,+48.291585,-122.664009
53,029,970602,2,1426,+48.295841,-122.666699
53,029,970602,3,1219,+48.287726,-122.670564
53,029,970700,1,1210,+48.296391,-122.648611
53,029,970700,2,953,+48.288110,-122.653550
53,029,970800,1,1500,+48.305282,-122.637689
53,029,970800,2,1267,+48.295353,-122.639874
53,029,970900,1,1116,+48.274062,-122.630087
53,029,970900,2,1544,+48.295771,-122.630341
53,029,970900,3,1740,+48.303901,-122.596045
53,029,970900,4,666,+48.291983,-122.633022
53,029,971000,1,1567,+48.216837,-122.677959
53,029,971000,2,1719,+48.241585,-122.703255
53,029,971000,3,1872,+48.243878,-122.742226
53,029,971100,1,1575,+48.180402,-122.648227
53,029,971100,2,1427,+48.196736,-122.620265
53,029,971100,3,608,+48.188177,-122.652523
53,029,971301,1,607,+48.122902,-122.570767
53,029,971301,2,1816,+48.040437,-122.549896
53,029,971302,1,1035,+48.038931,-122.585325
53,029,971302,2,1379,+48.105114,-122.596945
53,029,971400,1,1007,+48.243569,-122.521408
53,029,971400,2,1318,+48.216420,-122.531348
53,029,971400,3,2388,+48.226075,-122.500804
53,029,971500,1,1513,+48.250892,-122.459084
53,029,971500,2,1066,+48.209523,-122.449558
53,029,971500,3,1269,+48.221810,-122.465726
53,029,971600,1,1534,+48.176695,-122.515129
53,029,971600,2,1727,+48.152135,-122.488979
53,029,971600,3,1104,+48.175597,-122.485038
53,029,971700,1,1617,+48.151824,-122.465003
53,029,971700,2,1357,+48.123157,-122.454771
53,029,971700,3,1456,+48.091474,-122.398819
53,029,971800,1,824,+48.001741,-122.548333
53,029,971800,2,919,+47.997214,-122.525791
53,029,971800,3,1108,+47.996990,-122.481864
53,029,971900,1,1871,+48.021588,-122.476628
53,029,971900,2,1099,+48.067544,-122.513229
53,029,971900,3,1097,+48.050659,-122.465243
53,029,972000,1,1485,+48.032297,-122.404345
53,029,972000,2,1697,+47.977087,-122.426458
53,029,972000,3,1093,+48.000832,-122.377212
53,029,972100,1,607,+47.968077,-122.354624
53,029,972100,2,1468,+47.965770,-122.377531
53,029,972100,3,1124,+47.930230,-122.415980
53,029,972100,4,690,+47.920002,-122.383243
53,029,992201,0,0,+48.339555,-122.796251
53,031,950202,1,672,+47.827183,-122.896664
53,031,950202,2,1264,+47.823999,-122.845158
53,031,950301,1,1133,+47.942972,-122.773737
53,031,950301,2,1203,+47.907131,-122.690426
53,031,950301,3,1428,+47.874143,-122.675250
53,031,950302,1,1315,+47.988771,-122.721097
53,031,950302,2,1756,+47.930093,-122.693981
53,031,950400,1,1059,+48.045731,-122.779418
53,031,950400,2,1652,+48.036412,-122.768262
53,031,950400,3,626,+48.027279,-122.769613
53,031,950400,4,995,+48.047566,-122.691250
53,031,950501,1,1385,+48.063708,-122.821684
53,031,950501,2,1284,+48.061440,-122.785314
53,031,950501,3,2055,+48.011741,-122.842230
53,031,950502,1,2653,+48.094037,-122.856934
53,031,950602,1,1783,+48.127167,-122.794770
53,031,950602,2,1808,+48.115480,-122.801240
53,031,950603,1,710,+48.113487,-122.765803
53,031,950603,2,1313,+48.109728,-122.785659
53,031,950603,3,1283,+48.107456,-122.795775
53,031,950604,1,1328,+48.132864,-122.776348
53,031,950604,2,1299,+48.122349,-122.768038
53,031,950604,3,856,+48.117894,-122.759805
53,031,950702,1,776,+47.696492,-124.232178
53,031,950702,2,685,+47.703818,-122.928531
53,031,950702,3,656,+47.648381,-122.939348
53,031,990000,0,0,+47.731822,-124.534840
53,033,000101,1,1249,+47.730655,-122.292180
53,033,000101,2,1398,+47.732030,-122.294957
